Scheme name	Locus tag	Description
cgMLST V2	STMMW_09981 (ycaR)	putative inner membrane protein
cgMLST V2	STMMW_18361 (yebR)	free methionine-R-sulfoxide reductase
cgMLST V2	STMMW_31171 (yghA)	NAD(P)-dependent oxidoreductase
cgMLST V2	STMMW_25371 (yfgL)	outer membrane protein assembly factor BamB
cgMLST V2	STMMW_01721 (speE)	polyamine aminopropyltransferase
cgMLST V2	STMMW_25111	Exported zinc metalloprotease YfgC precursor
cgMLST V2	STMMW_39351 (metR)	DNA-binding transcriptional regulator MetR
cgMLST V2	STMMW_30221 (serA)	D-3-phosphoglycerate dehydrogenase
cgMLST V2	STMMW_37021 (rfaL)	Oligosaccharide repeat unit polymerase Wzy%2C O-antigen ligase
cgMLST V2	STMMW_37791 (uhpA)	"response regulator (repressor) in two-component regulatory system wtih UhpB, regulates uhpT operon (LuxR/UhpA family)"
cgMLST V2	STMMW_33051 (nlp)	transcriptional regulator
cgMLST V2	STMMW_41701 (pgi)	glucose-6-phosphate isomerase
cgMLST V2	STMMW_07471 (citA)	citrate-proton symporter
cgMLST V2	STMMW_39682 (yshB)	small predicted membrane protein
cgMLST V2	STMMW_39681 (hemN)	oxygen-independent coproporphyrinogen III oxidase
cgMLST V2	STMMW_39171 (yifL)	membrane protein
cgMLST V2	STMMW_06981 (lipA)	lipoyl synthase
cgMLST V2	STMMW_37241 (yicC)	hypothetical protein
cgMLST V2	STMMW_00921 (folA)	dihydrofolate reductase
cgMLST V2	STMMW_19671	putative cytoplasmic protein
cgMLST V2	STMMW_27841 (luxS)	"quorum-sensing autoinducer 2 (AI-2), LuxS"
cgMLST V2	STMMW_18981 (cheZ)	chemotaxis regulator CheZ
cgMLST V2	STMMW_17631 (chaA)	sodium:proton antiporter
cgMLST V2	STMMW_17351 (yciU)	dsDNA-mimic protein
cgMLST V2	STMMW_19581 (fliO)	flagellar biosynthesis
cgMLST V2	STMMW_38551 (atpB)	F0F1 ATP synthase subunit A
cgMLST V2	STMMW_38221 (dnaN)	DNA polymerase III subunit beta
cgMLST V2	STMMW_22231 (galS)	DNA-binding transcriptional regulator GalS
cgMLST V2	STMMW_14781 (ydgH)	Protein ydgH precursor
cgMLST V2	STMMW_36041 (yhjK)	biofilm formation regulator HmsP
cgMLST V2	STMMW_28391 (iagB)	"invasion protein IagB, partial"
cgMLST V2	STMMW_07291 (gltJ)	glutamate/aspartate ABC transporter permease GltJ
cgMLST V2	STMMW_35791 (uspB)	universal stress protein B
cgMLST V2	STMMW_08111 (ybgS)	homeobox protein
cgMLST V2	STMMW_12091 (tmk)	thymidylate kinase
cgMLST V2	STMMW_11671 (yceO)	putative inner membrane protein
cgMLST V2	STMMW_18181 (sdaA)	L-serine ammonia-lyase
cgMLST V2	STMMW_05401 (rpmJa)	50S ribosomal protein L36
cgMLST V2	STMMW_03201 (fadE)	acyl-CoA dehydrogenase
cgMLST V2	STMMW_35531 (livK)	branched chain amino acid ABC transporter substrate-binding protein
cgMLST V2	STMMW_35241 (glgA)	glycogen synthase
cgMLST V2	STMMW_24761 (eutC)	ethanolamine ammonia-lyase light chain
cgMLST V2	STMMW_31091 (hybA)	hydrogenase 2 4Fe-4S ferredoxin-type component
cgMLST V2	STMMW_29521 (amiC)	N-acetylmuramoyl-L-alanine amidase
cgMLST V2	STMMW_43551 (ytfP)	gamma-glutamylcyclotransferase
cgMLST V2	STMMW_15551	malto-oligosyltrehalose trehalohydrolase
cgMLST V2	STMMW_18721 (znuA)	ABC superfamily high affinity Zn transport protein
cgMLST V2	STMMW_09571 (clpS)	ATP-dependent Clp protease adaptor ClpS
cgMLST V2	STMMW_05291 (cysK)	putative cysteine synthase/cystathionine beta-synthase
cgMLST V2	STMMW_02241 (pyrH)	UMP kinase
cgMLST V2	STMMW_02181 (ydfJ)	MFS transporter
cgMLST V2	STMMW_16921	diguanylate phosphodiesterase
cgMLST V2	STMMW_28381 (hilA)	transcriptional regulator HilA
cgMLST V2	STMMW_21711 (yegS)	lipid kinase YegS
cgMLST V2	STMMW_09791 (ycaD)	MFS transporter
cgMLST V2	STMMW_00111 (dnaK)	molecular chaperone DnaK
cgMLST V2	STMMW_26721 (pssA)	phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase)
cgMLST V2	STMMW_01571 (pdhR)	PdhR family transcriptional regulator
cgMLST V2	STMMW_30941 (exuT)	hexuronate transporter ExuT
cgMLST V2	STMMW_24981 (aegA)	oxidoreductase FeS-binding subunit
cgMLST V2	STMMW_13521 (ydiU)	hypothetical protein
cgMLST V2	STMMW_41951 (qor)	"oxidoreductase, zinc-binding dehydrogenase family"
cgMLST V2	STMMW_31321 (sufI)	cell division protein FtsP
cgMLST V2	STMMW_12411 (phoP)	DNA-binding response regulator
cgMLST V2	STMMW_26581 (rseB)	sigma-E factor regulatory protein RseB
cgMLST V2	STMMW_26851 (yfiR)	putative exported protein
cgMLST V2	STMMW_14211 (ssaO)	Secretion system apparatus SsaO
cgMLST V2	STMMW_30051 (fldB)	flavodoxin 2
cgMLST V2	STMMW_39541 (pepQ)	Xaa-Pro dipeptidase
cgMLST V2	STMMW_38761 (ilvG)	acetolactate synthase 2 catalytic subunit
cgMLST V2	STMMW_25581 (iscA)	iron-sulfur cluster assembly protein
cgMLST V2	STMMW_27981 (gutM)	DNA-binding transcriptional activator GutM
cgMLST V2	STMMW_25631 (suhB)	inositol monophosphatase
cgMLST V2	STMMW_12121 (ptsG)	PTS glucose EIICB component
cgMLST V2	STMMW_12691	putative zinc-binding lipoprotein ZinT
cgMLST V2	STMMW_01991 (fhuD)	iron-hydroxamate transporter substrate-binding subunit
cgMLST V2	STMMW_19111 (otsA)	trehalose-6-phosphate synthase
cgMLST V2	STMMW_27671	L-alanine exporter AlaE
cgMLST V2	STMMW_11801 (flgM)	Negative regulator of flagellin synthesis
cgMLST V2	STMMW_41041 (rplJ)	50S ribosomal protein L10
cgMLST V2	STMMW_22001 (pbpG)	D-alanyl-D-alanine endopeptidase precursor
cgMLST V2	STMMW_32971 (yhbY)	"putative RNA-binding protein, YhbY family"
cgMLST V2	STMMW_08561 (moaC)	cyclic pyranopterin monophosphate synthase accessory protein
cgMLST V2	STMMW_36451 (glyQ)	glycine--tRNA ligase subunit alpha
cgMLST V2	STMMW_23601 (pta)	phosphate acetyltransferase
cgMLST V2	STMMW_07621 (kdpC)	potassium-transporting ATPase C chain
cgMLST V2	STMMW_16461 (nifJ)	pyruvate:ferredoxin (flavodoxin) oxidoreductase
cgMLST V2	STMMW_24371 (gltX)	glutamate--tRNA ligase
cgMLST V2	STMMW_11111 (hpaG)	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase
cgMLST V2	STMMW_34321 (rplC)	50S ribosomal protein L3
cgMLST V2	STMMW_14191 (ssaV)	EscV/YscV/HrcV family type III secretion system export apparatus protein
cgMLST V2	STMMW_22911 (apbE)	thiamine biosynthesis protein ApbE
cgMLST V2	STMMW_32201 (fadH)	"NADPH-dependent 2,4-dienoyl-CoA reductase"
cgMLST V2	STMMW_24511 (ptsI)	phosphoenolpyruvate--protein phosphotransferase
cgMLST V2	STMMW_09961 (lpxK)	tetraacyldisaccharide 4'-kinase
cgMLST V2	STMMW_42891 (frdC)	fumarate reductase subunit C
cgMLST V2	STMMW_31151	cytoplasmic protein
cgMLST V2	STMMW_25351 (yfgJ)	"putative cytoplasmic protein, partial"
cgMLST V2	STMMW_08841 (ompX)	outer membrane protein X
cgMLST V2	STMMW_01741 (cueO)	Blue copper oxidase CueO precursor
cgMLST V2	STMMW_25131 (yfgE)	DnaA regulatory inactivator Hda
cgMLST V2	STMMW_30201 (ygfE)	cell division protein ZapA
cgMLST V2	STMMW_40491 (fpr)	ferredoxin--NADP(+) reductase
cgMLST V2	STMMW_41721 (yjbF)	putative outer membrane lipoprotein
cgMLST V2	STMMW_00401 (nhaA)	Na+/H+ antiporter NhaA
cgMLST V2	STMMW_07031 (rlpA)	"rare lipoprotein A, partial"
cgMLST V2	STMMW_00901 (yabF)	potassium transporter KefF
cgMLST V2	STMMW_08991 (yliA)	"putative ATPase components of ABC-type transport system, contain duplicated ATPase domain"
cgMLST V2	STMMW_40231 (cpxA)	two-component system sensor histidine kinase CpxA
cgMLST V2	STMMW_19611 (fliR)	fliR
cgMLST V2	STMMW_27861 (yqaA)	membrane protein
cgMLST V2	STMMW_13751 (sufA)	Fe-S cluster assembly scaffold SufA
cgMLST V2	STMMW_37001 (rfaF)	ADP-heptose--LPS heptosyltransferase II
cgMLST V2	STMMW_33031 (rplU)	50S ribosomal protein L21
cgMLST V2	STMMW_17611 (ychN)	ACR family transporter
cgMLST V2	STMMW_36201 (dppB)	peptide ABC transporter permease
cgMLST V2	STMMW_07101 (nadD)	DNA polymerase III subunit delta
cgMLST V2	STMMW_33781 (accC)	acetyl-CoA carboxylase biotin carboxylase subunit
cgMLST V2	STMMW_38201 (gyrB)	DNA gyrase subunit B
cgMLST V2	STMMW_11471 (csgG)	assembly/transport component in curli production
cgMLST V2	STMMW_03331 (proA)	gamma-glutamyl-phosphate reductase
cgMLST V2	STMMW_15101 (ydfH)	GntR family transcriptional regulator
cgMLST V2	STMMW_11611 (msyB)	SecY/SecA suppressor protein
cgMLST V2	STMMW_17431 (ychE)	membrane protein
cgMLST V2	STMMW_35511 (livM)	high-affinity branched-chain amino acid ABC transporter permease LivM
cgMLST V2	STMMW_24741 (eutK)	carboxysome structural protein EutK
cgMLST V2	STMMW_28031 (norW)	nitric oxide reductase FlRd-NAD+ reductase
cgMLST V2	STMMW_42401 (phnA)	phosphonoacetate hydrolase
cgMLST V2	STMMW_10701 (pepN)	aminopeptidase N
cgMLST V2	STMMW_10051 (mukB)	cell division protein MukB
cgMLST V2	STMMW_08791 (glnQ)	glutamine ABC transporter ATP-binding protein
cgMLST V2	STMMW_05271 (ybaE)	nickel ABC-type transport system
cgMLST V2	STMMW_09221 (ybjM)	Inner membrane protein ybjM
cgMLST V2	STMMW_01081 (araA)	L-arabinose isomerase
cgMLST V2	STMMW_02261 (dxr)	1-deoxy-D-xylulose 5-phosphate reductoisomerase
cgMLST V2	STMMW_16901 (sapD)	peptide ABC transporter ATPase
cgMLST V2	STMMW_34171 (rl18)	50S ribosomal protein L18
cgMLST V2	STMMW_38841 (ilvC)	ketol-acid reductoisomerase
cgMLST V2	STMMW_00171 (chiA)	chitinase
cgMLST V2	STMMW_30921	xylanase deacetylase
cgMLST V2	STMMW_30691 (yggL)	uncharacterized protein YggL
cgMLST V2	STMMW_40001 (fdoH)	formate dehydrogenase subunit beta
cgMLST V2	STMMW_06681 (ybdL)	putative aminotransferase
cgMLST V2	STMMW_13501 (nlpC)	endopeptidase
cgMLST V2	STMMW_02461 (yaeJ)	aminoacyl-tRNA hydrolase
cgMLST V2	STMMW_30071 (ygfY)	antitoxin CptB
cgMLST V2	STMMW_39521 (fadA)	small (beta) subunit of the fatty acid-oxidizing multienzyme complex
cgMLST V2	STMMW_01551	GPH family transporter
cgMLST V2	STMMW_01221 (ilvI)	acetolactate synthase isozyme 3 large subunit
cgMLST V2	STMMW_06021 (purE)	Phosphoribosylaminoimidazole carboxylase catalytic subunit
cgMLST V2	STMMW_21331 (wzx)	colanic acid exporter
cgMLST V2	t1733	hypothetical protein
cgMLST V2	STMMW_25651 (asrA)	Anaerobic sulfite reductase subunit A
cgMLST V2	STMMW_29101 (cysI)	sulfite reductase subunit beta
cgMLST V2	STMMW_12101 (holB)	DNA polymerase III delta prime subunit
cgMLST V2	STMMW_26871 (rpl19)	50S ribosomal protein L19
cgMLST V2	STMMW_19421 (fliT)	"flagellar biosynthesis protein FliT, partial"
cgMLST V2	STMMW_27652	Rhodanese-related sulfurtransferase
cgMLST V2	STMMW_41061 (rpoB)	DNA-directed RNA polymerase subunit beta
cgMLST V2	STMMW_11861 (flgF)	flagellar basal body rod protein FlgF
cgMLST V2	STMMW_22021 (yohD)	DedA family inner membrane protein YohD
cgMLST V2	STMMW_44121 (arcA)	Arginine deiminase
cgMLST V2	STMMW_45291 (rob)	right oriC-binding transcriptional activator
cgMLST V2	STMMW_33571 (mdh)	malate dehydrogenase
cgMLST V2	STMMW_32991 (dacB)	serine-type D-Ala-D-Ala carboxypeptidase
cgMLST V2	STMMW_19131 (araH)	Putative intracellular protease/amidase
cgMLST V2	STMMW_08541 (moaA)	cyclic pyranopterin phosphate synthase MoaA
cgMLST V2	STMMW_08091 (pnuC)	nicotinamide riboside transporter PnuC
cgMLST V2	STMMW_11281 (yccJ)	hypothetical protein
cgMLST V2	STMMW_18551 (pcoD)	putative cation transporter
cgMLST V2	STM3624	endoglucanase
cgMLST V2	STMMW_14421 (ydhF)	aldo/keto reductase
cgMLST V2	STMMW_12811 (yeaQ)	membrane protein
cgMLST V2	STMMW_32191 (oat)	Putrescine aminotransferase
cgMLST V2	STMMW_07311 (lnt)	apolipoprotein N-acyltransferase
cgMLST V2	STMMW_07642 (kdpF)	conserved sORF
cgMLST V2	STMMW_07641 (kdpA)	potassium-transporting ATPase subunit KdpA
cgMLST V2	STMMW_16481 (emrE)	Multidrug resistance efflux transporter EmrE
cgMLST V2	STMMW_40861 (argC)	N-acetyl-gamma-glutamyl-phosphate reductase
cgMLST V2	STMMW_11131 (hpaD)	"3,4-dihydroxyphenylacetate 2,3-dioxygenase"
cgMLST V2	STMMW_24681	GNAT family acetyltransferase
cgMLST V2	STMMW_34341 (hopD)	type III leader peptidase
cgMLST V2	STMMW_32221 (ygjP)	metal-dependent hydrolase
cgMLST V2	STMMW_43961 (nrdD)	anaerobic ribonucleoside triphosphate reductase
cgMLST V2	STMMW_23081 (glpA)	sn-glycerol-3-phosphate dehydrogenase subunit A
cgMLST V2	STMMW_28081 (hycH)	formate hydrogenlyase maturation protein HycH
cgMLST V2	STMMW_09941 (rec2)	ComEC family protein
cgMLST V2	STMMW_17991 (dsbB)	"disulfide bond formation protein B, partial"
cgMLST V2	STMMW_23881 (accD)	acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
cgMLST V2	STMMW_08321 (ybhT)	membrane protein
cgMLST V2	STMMW_04661 (sbcD)	exonuclease sbcCD subunit D
cgMLST V2	STMMW_24351 (yfeC)	Putative negative regulator
cgMLST V2	STMMW_04841 (yajI)	Putative outer membrane lipoprotein
cgMLST V2	STMMW_33811 (prmA)	ribosomal protein L11 methyltransferase
cgMLST V2	STMMW_40921 (yijD)	membrane protein
cgMLST V2	STMMW_24531	cytoplasmic protein
cgMLST V2	STMMW_25481 (pbpC)	penicillin-binding protein 1C
cgMLST V2	STMMW_21101 (wzzB)	chain length determinant protein WzzB
cgMLST V2	STMMW_43031 (amiB)	N-acetylmuramoyl-L-alanine amidase AmiB
cgMLST V2	STMMW_39311 (rhtB)	homoserine transporter
cgMLST V2	STMMW_30261 (yggE)	"oxidative stress defense protein, partial"
cgMLST V2	STMMW_41291 (purH)	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase
cgMLST V2	STMMW_26681 (yfiF)	putative RNA methyltransferase
cgMLST V2	STMMW_24821 (eutE)	aldehyde dehydrogenase EutE
cgMLST V2	STMMW_13191 (celA)	"PTS system N,N'-diacetylchitobiose-specific transporter subunit IIB"
cgMLST V2	STMMW_00961 (pdxAa)	4-hydroxythreonine-4-phosphate dehydrogenase PdxA
cgMLST V2	STMMW_30481 (yqgB)	hypothetical protein
cgMLST V2	STMMW_38041 (yhjA)	cytochrome c551 peroxidase
cgMLST V2	STMMW_13771 (sufC)	Fe-S cluster assembly ATPase SufC
cgMLST V2	STMMW_13991 (ssaC)	Secretion system apparatus SsaC
cgMLST V2	STMMW_37061 (rfaJ)	"lipopolysaccharide alpha-1,3-glucosyltransferase WaaO"
cgMLST V2	STMMW_32761 (yhbW)	possible monooxygenase
cgMLST V2	STMMW_17671 (hemK)	N5-glutamine S-adenosyl-L-methionine-dependent methyltransferase
cgMLST V2	STMMW_36881 (gpsA)	glycerol-3-phosphate dehydrogenase (NAD(P)(+))
cgMLST V2	STMMW_02441 (yaeP)	cytoplasmic protein
cgMLST V2	STMMW_28501 (spaR)	EscT/YscT/HrcT family type III secretion system export apparatus protein
cgMLST V2	STMMW_05771 (ybbA)	"phosphonate ABC transporter ATP-binding protein, partial"
cgMLST V2	STMMW_37281 (ligB)	DNA ligase B
cgMLST V2	STMMW_38591 (mioC)	Flavodoxin
cgMLST V2	STMMW_38261	membrane protein insertion efficiency factor YidD
cgMLST V2	STMMW_36081 (bcsA)	cellulose synthase catalytic subunit
cgMLST V2	STMMW_04451 (ampH)	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
cgMLST V2	STMMW_18941 (yteR)	glycosyl hydrolase family 88
cgMLST V2	STMMW_11451 (ycdY)	Nitrate reductase subunit delta
cgMLST V2	STMMW_03311 (phoE)	porin
cgMLST V2	STMMW_39881 (yihV)	Sugar kinase YihV
cgMLST V2	STMMW_11631 (htrB)	lipid A biosynthesis lauroyl (or palmitoleoyl) acyltransferase
cgMLST V2	STMMW_23411 (nuoL)	NADH-quinone oxidoreductase subunit L
cgMLST V2	STMMW_23412 (nuoK)	NADH:ubiquinone oxidoreductase subunit K
cgMLST V2	STMMW_07871 (gltA)	type II citrate synthase
cgMLST V2	STMMW_35281 (asd)	aspartate semialdehyde dehydrogenase
cgMLST V2	STMMW_35571 (rpoH)	RNA polymerase sigma-32 factor
cgMLST V2	STMMW_29291 (yqcC)	putative cytoplasmic protein
cgMLST V2	STMMW_04781 (secF)	"preprotein translocase subunit SecF, partial"
cgMLST V2	STMMW_42171 (soxR)	redox-sensitive transcriptional activator SoxR
cgMLST V2	STMMW_20991 (yeeF)	putrescine/spermidine ABC transporter
cgMLST V2	STMMW_18761 (ruvA)	Holliday junction ATP-dependent DNA helicase ruvA
cgMLST V2	STMMW_34481 (yheV)	Putative cytoplasmic protein
cgMLST V2	STMMW_14651 (ydgJ)	putative oxidoreductase
cgMLST V2	STMMW_05781 (ybbP)	sugar ABC transporter permease
cgMLST V2	STMMW_17001 (yciT)	DeoR family transcriptional regulator
cgMLST V2	STMMW_13441 (pheS)	phenylalanine--tRNA ligase subunit alpha
cgMLST V2	STMMW_02201 (glnD)	"UTP-GlnB uridylyltransferase, GlnD"
cgMLST V2	STMMW_34151 (rpmD)	50S ribosomal protein L30
cgMLST V2	STMMW_34621 (yhfG)	"putative toxin-antitoxin system, antitoxin component"
cgMLST V2	STMMW_25811 (yfhK)	sensory kinase in regulatory system
cgMLST V2	STMMW_05431 (hha)	transcriptional regulator
cgMLST V2	STMMW_31501 (ygiE)	zinc transporter ZupT
cgMLST V2	STMMW_31051 (hybE)	hydrogenase 2-specific chaperone
cgMLST V2	STMMW_14241 (ssaR)	EscR/YscR/HrcR family type III secretion system export apparatus protein
cgMLST V2	STMMW_07041 (mrdB)	cell wall shape-determining protein
cgMLST V2	STMMW_01201 (leuL)	leu operon leader peptide
cgMLST V2	STMMW_41881 (dinF)	MATE family efflux transporter DinF
cgMLST V2	STMMW_21311 (wcaL)	colanic acid biosynthesis glycosyltransferase WcaL
cgMLST V2	STMMW_25671 (asrC)	sulfite reductase subunit C
cgMLST V2	STMMW_29121 (ptpS)	6-carboxytetrahydropterin synthase QueD
cgMLST V2	STMMW_26891 (rimM)	Ribosome maturation factor RimM
cgMLST V2	STMMW_39501 (fre)	NAD(P)H-flavin reductase
cgMLST V2	STMMW_39051 (yifK)	D-alanine/D-serine/glycine permease
cgMLST V2	STMMW_28991 (iap)	Zn-dependent exopeptidase M28
cgMLST V2	STMMW_38671 (rbsC)	ribose ABC transporter permease
cgMLST V2	STMMW_11841 (flgD)	flagellar basal body rod modification protein FlgD
cgMLST V2	STMMW_33591 (yhcN)	membrane protein
cgMLST V2	STMMW_19401 (fliD)	flagellar filament capping protein FliD
cgMLST V2	STMMW_18571 (holE)	DNA polymerase III subunit theta
cgMLST V2	STMMW_12831	periplasmic protein
cgMLST V2	STMMW_14401 (ydhM)	TetR family transcriptional regulator
cgMLST V2	STMMW_07661 (phrB)	deoxyribodipyrimidine photo-lyase
cgMLST V2	STMMW_23311 (menB)	"1,4-dihydroxy-2-naphthoyl-CoA synthase"
cgMLST V2	STMMW_34811 (comB)	Type IV pilus biogenesis protein PilN
cgMLST V2	STMMW_11151 (hpaH)	"2-oxo-hepta-3-ene-1,7-dioic acid hydratase"
cgMLST V2	STMMW_34361 (bfd)	bacterioferritin-associated ferredoxin
cgMLST V2	STMMW_15571 (hdeB)	acid-resistance protein
cgMLST V2	STMMW_22951 (rcsC)	two-component system sensor histidine kinase/response regulator
cgMLST V2	STMMW_32241 (ygjR)	putative oxidoreductase YgjR
cgMLST V2	STMMW_01841 (yadI)	PTS sugar transporter subunit IIA
cgMLST V2	STMMW_42231	LrgB
cgMLST V2	STMMW_09921 (rpsA)	30S ribosomal protein S1
cgMLST V2	STMMW_09691 (cydD)	thiol reductant ABC exporter subunit CydD
cgMLST V2	STMMW_35141 (glpE)	Thiosulfate sulfurtransferase glpE
cgMLST V2	STMMW_04641 (araJ)	transmembrane efflux protein
cgMLST V2	STMMW_04861 (ribD)	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase
cgMLST V2	STMMW_10151 (pncB)	nicotinate phosphoribosyltransferase
cgMLST V2	STMMW_40901 (udhA)	soluble pyridine nucleotide transhydrogenase
cgMLST V2	STMMW_43011 (yjeF)	bifunctional ADP-dependent (S)-NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
cgMLST V2	STMMW_30241 (iciA)	chromosome initiation inhibitor
cgMLST V2	STMMW_39331 (yigL)	hydrolase Cof
cgMLST V2	STMMW_12511 (msgA)	virulence protein MsgA
cgMLST V2	STMMW_13171 (nadE)	NAD(+) synthetase
cgMLST V2	STMMW_14381 (gloA)	S-D-lactoylglutathione methylglyoxal lyase
cgMLST V2	STMMW_07441 (glnS)	glutamine--tRNA ligase
cgMLST V2	STMMW_21121 (gnd)	"phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)"
cgMLST V2	STMMW_00941 (apaG)	Co2+/Mg2+ efflux protein ApaG
cgMLST V2	STMMW_17381 (oppD)	oligopeptide transporter ATP-binding component
cgMLST V2	STMMW_40271 (pfkA)	ATP-dependent 6-phosphofructokinase
cgMLST V2	STMMW_37041 (rfaZ)	3-deoxy-D-manno-oct-2-ulosonate III transferase WaaZ
cgMLST V2	STMMW_44591 (yjiG)	membrane protein
cgMLST V2	STMMW_38241 (rpmH)	50S ribosomal protein L34
cgMLST V2	STMMW_33291 (gltB)	glutamate synthase large subunit
cgMLST V2	STMMW_27751 (nrdF)	ribonucleotide reductase of class 1b subunit beta
cgMLST V2	STMMW_18961 (flhAa)	"flagellar biosynthesis protein FlhA, partial"
cgMLST V2	STMMW_35011 (yhgI)	Fe-S biogenesis protein NfuA
cgMLST V2	STMMW_11431 (ycdW)	glyoxylate/hydroxypyruvate reductase A
cgMLST V2	STMMW_17121 (sohB)	putative signal peptide peptidase SppA
cgMLST V2	STMMW_32741 (yhbU)	U32 family peptidase
cgMLST V2	STMMW_19211	glucose-6-phosphate dehydrogenase
cgMLST V2	STMMW_33431 (rpsI)	30S ribosomal protein S9
cgMLST V2	STMMW_37951 (yidG)	membrane protein
cgMLST V2	STMMW_03211 (gmhA)	phosphoheptose isomerase
cgMLST V2	STMMW_35801 (uspA)	universal stress protein A
cgMLST V2	STMMW_18294 (yobG)	PhoP family transcriptional regulator
cgMLST V2	STMMW_18292 (yobF)	DUF2527 domain-containing protein
cgMLST V2	STMMW_18293	hypothetical protein
cgMLST V2	STMMW_18031 (ycgN)	YcgN
cgMLST V2	STMMW_18741 (znuB)	high-affinity zinc transporter membrane component
cgMLST V2	STMMW_14671 (ydgA)	periplasmic protein
cgMLST V2	STMMW_09261 (rimK)	"ribosomal protein S6 modification protein, partial"
cgMLST V2	STMMW_23431 (nuoI)	NADH-quinone oxidoreductase subunit I
cgMLST V2	STMMW_07851 (nei)	endonuclease VIII
cgMLST V2	STMMW_02221 (rpsB)	30S ribosomal protein S2
cgMLST V2	STMMW_24471 (zipA)	cell division protein involved in FtsZ ring
cgMLST V2	STMMW_02191 (dapD)	"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"
cgMLST V2	STMMW_28321 (orgA)	oxygen-regulated invasion protein OrgA
cgMLST V2	STMMW_38801 (ilvA)	PLP-dependent threonine dehydratase
cgMLST V2	STMMW_25871 (murQ)	N-acetylmuramic acid 6-phosphate etherase
cgMLST V2	STMMW_17141 (btuR)	"cob(I)yrinic acid a,c-diamide adenosyltransferase"
cgMLST V2	STMMW_31071 (hybC)	hydrogenase 2 large subunit
cgMLST V2	STMMW_30381 (yggG)	peptidase M48
cgMLST V2	STMMW_13541 (aroH)	phospho-2-dehydro-3-deoxyheptonate aldolase Trp-sensitive
cgMLST V2	STMMW_09481 (poxB)	pyruvate dehydrogenase
cgMLST V2	STMMW_31381 (ygiY)	two-component system sensor histidine kinase QseC
cgMLST V2	STMMW_14221 (ssaP)	"type III secretion system protein SsaP, partial"
cgMLST V2	STMMW_29491	permease
cgMLST V2	STMMW_33851 (yhdU)	Putative periplasmic protein
cgMLST V2	STMMW_43461 (ytfH)	Redox-sensing transcriptional regulator QorR
cgMLST V2	STMMW_01261 (mraW)	ribosomal RNA small subunit methyltransferase H
cgMLST V2	STMMW_39291 (recQ)	ATP-dependent DNA helicase RecQ (plasmid)
cgMLST V2	STMMW_30651 (yggW)	YggW family oxidoreductase
cgMLST V2	STMMW_27921 (ygaD)	competence damage-inducible protein A
cgMLST V2	STMMW_13811 (ynhG)	murein transpeptidase
cgMLST V2	STMMW_27431 (iroE)	Periplasmic esterase IroE
cgMLST V2	STMMW_37381 (yicI)	alpha-xylosidase
cgMLST V2	STMMW_14841 (ydgD)	serine protease
cgMLST V2	STMMW_25691	ABC transporter
cgMLST V2	STMMW_41311 (metA)	homoserine O-succinyltransferase
cgMLST V2	STMMW_21371 (wcaI)	colanic acid biosynthesis glycosyltransferase WcaI
cgMLST V2	STMMW_12631	peptide ABC transporter permease
cgMLST V2	STMMW_29141 (ygcF)	7-carboxy-7-deazaguanine synthase QueE
cgMLST V2	STMMW_12141 (ycfF)	purine nucleoside phosphoramidase
cgMLST V2	STMMW_39071 (hemX)	putative uroporphyrinogen-III C-methyltransferase
cgMLST V2	STMMW_30031 (dsbC)	protein disulfide isomerase II DsbC
cgMLST V2	STMMW_33601	membrane protein
cgMLST V2	STMMW_38651 (rbsD)	D-ribose pyranase
cgMLST V2	STMMW_44161 (yjgD)	regulator of ribonuclease activity B
cgMLST V2	STMMW_36381 (yiaG)	transcriptional regulator
cgMLST V2	STMMW_19171 (ftn)	ferritin
cgMLST V2	STMMW_27691 (ygaM)	membrane protein
cgMLST V2	STMMW_14461 (ydhI)	putative inner membrane protein
cgMLST V2	STMMW_36161 (yhjV)	serine transporter
cgMLST V2	STMMW_12851 (yeaN)	cyanate transporter
cgMLST V2	STMMW_42031	Putative outer membrane lipoprotein
cgMLST V2	STMMW_32261 (ygjU)	serine/threonine transporter SstT
cgMLST V2	STMMW_42781 (groES)	molecular chaperone GroES
cgMLST V2	STMMW_01861 (panD)	aspartate 1-decarboxylase
cgMLST V2	STMMW_08501 (uvrB)	excision nuclease ABC subunit B
cgMLST V2	STMMW_08051 (tolB)	Tol-Pal system beta propeller repeat protein TolB
cgMLST V2	STMMW_42251 (yjcH)	putative inner membrane protein
cgMLST V2	STMMW_23841 (purF)	amidophosphoribosyltransferase
cgMLST V2	STMMW_23591 (ackA)	acetate kinase A/propionate kinase 2
cgMLST V2	STMMW_35121 (glpR)	glycerol-3-phosphate regulon repressor
